;代码 x y 名称 范围 数量 时间
n3 790 100 狼 50 10 6
n3 880 70 狼 50 10 6
n3 880 370 狼 100 20 6
n3 666 660 多角虫 100 20 7
n3 710 500 盔甲虫 120 20 7
n3 710 625 威思而小虫 50 10 7
n3 130 590 狼 100 20 6
n3 333 560 狼 120 20 6
n3 450 560 狼 120 20 6
n3 333 560 虎蛇 150 20 6
;特殊
n3 500 140 猎鹰0 500 5 10
n3 500 140 盔甲虫0 500 5 10
n3 500 140 多角虫0 500 5 10
n3 500 140 虎蛇0 500 5 10

;废矿入口
D401 44 150 蝎子 200 10 8
D401 40 29 闪电僵尸 30 5 3
D401 40 29 墓穴僵尸 30 7 3
D401 40 29 土栖僵尸 30 5 3
D401 40 29 腐烂僵尸 30 8 3
D401 40 29 残肢僵尸 30 9 2
D401 40 29 洞蛆 100 10 10
D401 44 93 闪电僵尸 30 5 3
D401 44 93 墓穴僵尸 30 7 3
D401 44 93 土栖僵尸 30 5 3
D401 44 93 腐烂僵尸 30 8 3
D401 44 93 残肢僵尸 30 9 2
D401 44 93 洞蛆 100 10 10
D401 33 153 闪电僵尸 30 5 3
D401 33 153 墓穴僵尸 30 7 3
D401 33 153 土栖僵尸 30 5 3
D401 33 153 腐烂僵尸 30 8 3
D401 33 153 残肢僵尸 30 9 2
D401 33 153 洞蛆 100 10 10
D401 90 166 闪电僵尸 30 5 3
D401 90 166 墓穴僵尸 30 7 3
D401 90 166 土栖僵尸 30 5 3
D401 90 166 腐烂僵尸 30 8 3
D401 90 166 残肢僵尸 30 9 2
D401 90 166 洞蛆 100 10 10
D401 104 102 闪电僵尸 30 5 3
D401 104 102 墓穴僵尸 30 7 3
D401 104 102 土栖僵尸 30 5 3
D401 104 102 腐烂僵尸 30 8 3
D401 104 102 残肢僵尸 30 9 2
D401 104 102 洞蛆 100 10 10
D401 88 39 闪电僵尸 30 5 3
D401 88 39 墓穴僵尸 30 7 3
D401 88 39 土栖僵尸 30 5 3
D401 88 39 腐烂僵尸 30 8 3
D401 88 39 残肢僵尸 30 9 2
D401 88 39 洞蛆 100 10 10
D401 165 38 闪电僵尸 30 5 3
D401 165 38 墓穴僵尸 30 7 3
D401 165 38 土栖僵尸 30 5 3
D401 165 38 腐烂僵尸 30 8 3
D401 165 38 残肢僵尸 30 9 2
D401 165 38 洞蛆 100 10 10
D401 144 106 闪电僵尸 30 5 3
D401 144 106 墓穴僵尸 30 7 3
D401 144 106 土栖僵尸 30 5 3
D401 144 106 腐烂僵尸 30 8 3
D401 144 106 残肢僵尸 30 9 2
D401 144 106 洞蛆 100 10 10
D401 149 154 闪电僵尸 30 5 3
D401 149 154 墓穴僵尸 30 7 3
D401 149 154 土栖僵尸 30 5 3
D401 149 154 腐烂僵尸 30 8 3
D401 149 154 残肢僵尸 30 9 2
D401 100 100 洞蛆 100 20 10
D401 100 100 闪电僵尸 100 30 5
D401 100 100 墓穴僵尸 100 30 5
D401 100 100 土栖僵尸 100 30 5
D401 100 100 腐烂僵尸 100 30 5
D401 100 100 残肢僵尸 100 30 5

D401 100 100 尸王 100 5 15
D401 100 100 尸王 100 5 20
D401 100 100 邪恶尸王 100 5 30
D401 100 100 邪恶尸王 100 1 30

;废矿区东部
D402 100 100 墓穴僵尸 100 75 8
D402 100 100 土栖僵尸 100 75 8
D402 100 100 洞蛆 100 45 8
D402 100 100 墓穴僵尸 100 1 80
D402 100 100 土栖僵尸 100 1 80
;矿区一层
D403 100 100 墓穴僵尸 100 75 8
D403 100 100 土栖僵尸 100 75 8
D403 100 100 残肢僵尸 100 45 8
D403 100 100 墓穴僵尸 100 1 100
D403 100 100 土栖僵尸 100 1 100
D403 100 100 残肢僵尸 100 1 100
;矿区B二层
D404 100 100 闪电僵尸 100 30 8
D404 100 100 尸王 100 1 120
D404 100 100 邪恶尸王 100 1 180
D404 100 100 闪电僵尸 100 1 100
D404 100 100 土栖僵尸 100 1 100
D404 100 100 腐烂僵尸 100 1 100
;矿物回收站
D405 100 100 闪电僵尸 100 15 8
D405 100 100 尸王 100 1 120
D405 100 100 邪恶尸王 100 1 180
D405 100 100 闪电僵尸 100 1 100
;废矿区南部
D406 100 100 腐烂僵尸 100 75 8
D406 100 100 闪电僵尸 100 30 8
D406 100 100 残肢僵尸 100 45 8
D406 100 100 墓穴僵尸 100 30 8
D406 100 100 尸王 100 1 120
D406 100 100 邪恶尸王 100 1 180
